GEOID,NAME,svi_cdc,dom_ses,dom_household,dom_minority,dom_housing,pca_sovi
17031824105,Census Tract 8241.05; Cook County; Illinois,0.31255793423085404,0.10022607385079126,0.6328183873398643,0.4860587792012057,0.23360964581763374,0.30152167173021477
17031824106,Census Tract 8241.06; Cook County; Illinois,0.4278525711763407,0.4795277568450138,0.6422381311228335,0.3775433308214016,0.2814619442351168,0.3074807609592868
17031824107,Census Tract 8241.07; Cook County; Illinois,0.3867358199073052,0.3378548103491585,0.5979653353428787,0.3933685003767897,0.33458929917106256,0.3013881847872974
17031824113,Census Tract 8241.13; Cook County; Illinois,0.06923416464356658,0.1808590806330068,0.4758854559155991,0.04822908816880181,0.055388093443858324,0.23758897842287946
17031824114,Census Tract 8241.14; Cook County; Illinois,0.22941955418229973,0.21577493092187894,0.4478146194423511,0.39186134137151474,0.1607008289374529,0.2409496602615821
17031824115,Census Tract 8241.15; Cook County; Illinois,0.2546678437431031,0.3855815121828686,0.5015071590052751,0.024868123587038434,0.3760361718161266,0.22918087219672964
17031824116,Census Tract 8241.16; Cook County; Illinois,0.33211211653056716,0.46671690530017584,0.5616051243406179,0.11077618688771665,0.36925395629238883,0.35417793574469675
17031824119,Census Tract 8241.19; Cook County; Illinois,0.01798719929375414,0.12660135644310475,0.4105124340617935,0.025998492840994723,0.05143180105501131,0.1659461336612622
17031824121,Census Tract 8241.21; Cook County; Illinois,0.25078349150297946,0.4325546345139412,0.4939713639788998,0.027505651846269782,0.32290881688018086,0.25543705569261066
17031824122,Census Tract 8241.22; Cook County; Illinois,0.12396821893621719,0.1662898769153479,0.5045214770158252,0.025244913338357197,0.22004521477015826,0.2022663125234331
17031824123,Census Tract 8241.23; Cook County; Illinois,0.2056278967115427,0.23059532780708364,0.5808214016578749,0.08364732479276564,0.2533911077618689,0.3320695157819153
17031824124,Census Tract 8241.24; Cook County; Illinois,0.460560582652836,0.4727455413212761,0.726827430293896,0.18311981914091938,0.491145440844009,0.4059957486429684
17031824125,Census Tract 8241.25; Cook County; Illinois,0.0016773339218715537,0.22959055513690027,0.2718538055764883,0.029766390354182368,0.03692539562923888,0.21998316622049793
17031824126,Census Tract 8241.26; Cook County; Illinois,0,0.18789248932429037,0.363413715146948,0.00904295403165034,0.003014318010550113,0.23060180936254301
17031824127,Census Tract 8241.27; Cook County; Illinois,0.24422864709777092,0.29012810851544835,0.520723436322532,0.4069329314242653,0.04050489826676715,0.2540305971224277
17031824128,Census Tract 8241.28; Cook County; Illinois,0.0860516442286471,0.2727957799547852,0.31631499623210246,0.0052750565184626974,0.21382818387339864,0.13430086268770264
17031824129,Census Tract 8241.29; Cook County; Illinois,0.3258441845067314,0.45189650841497114,0.49340617935192166,0.293896006028636,0.2513187641296157,0.21762751191129612
17031824300,Census Tract 8243; Cook County; Illinois,0.5840211873758552,0.8025621703089676,0.6989449886963075,0.39864355689525244,0.3249811605124341,0.546875879336039
17031824400,Census Tract 8244; Cook County; Illinois,0.4424851026263518,0.562421502135142,0.39788997739261495,0.5188394875659382,0.3432554634513941,0.22365391965236037
17031824503,Census Tract 8245.03; Cook County; Illinois,0.33557713529022293,0.3825671941723185,0.5009419743782969,0.40429540316503393,0.23040693293142428,0.22138837540471581
17031824505,Census Tract 8245.05; Cook County; Illinois,0.2180313396601192,0.24516453152474255,0.46156744536548605,0.10587792012057272,0.37113790504898264,0.2926017178897992
17031824507,Census Tract 8245.07; Cook County; Illinois,0.4416022952990509,0.34061793519216277,0.6041823662396383,0.4886963074604371,0.3863978899773926,0.294041784526672
17031824508,Census Tract 8245.08; Cook County; Illinois,0.2363054513352461,0.3830695805074102,0.3436322532027129,0.024114544084400905,0.48492840994724945,0.1519347169143964
17031824509,Census Tract 8245.09; Cook County; Illinois,0.2353564334583977,0.2547098718914846,0.6465712132629993,0.03127354935945742,0.30048982667671437,0.3630397522943446
17031824601,Census Tract 8246.01; Cook County; Illinois,0.12869123813727654,0.2192916352675207,0.5386209495101733,0.07083647324792766,0.1007912584777694,0.3172055199793703
17031824602,Census Tract 8246.02; Cook County; Illinois,0.26033988082101084,0.3152474252700327,0.5222305953278071,0.1186887716654107,0.34796533534287866,0.3037711419659846
17031824701,Census Tract 8247.01; Cook County; Illinois,0.3788788346943279,0.5121828686259734,0.6861341371514695,0.2004521477015825,0.2426525998492841,0.379479028865803
17031824702,Census Tract 8247.02; Cook County; Illinois,0.542661664091812,0.5805074101984427,0.6092690278824416,0.60060286360211,0.31706857573474,0.41821448926473725
17031824800,Census Tract 8248; Cook County; Illinois,0.6802471860516442,0.5925646822406431,0.6492087415222306,0.8108515448379804,0.44630746043707614,0.5476150440012176
17031824900,Census Tract 8249; Cook County; Illinois,0.6158022511586845,0.560663149962321,0.793896006028636,0.5836473247927656,0.37735493594574226,0.43567454620646207
17031825000,Census Tract 8250; Cook County; Illinois,0.22184948135069515,0.2727957799547852,0.3897889977392615,0.18462697814619441,0.3474001507159005,0.29078765675276835
17031825200,Census Tract 8252; Cook County; Illinois,0.28613992496137713,0.5448379804069329,0.532027128862095,0.23134890730972119,0.0693293142426526,0.35242112003681775
17031825302,Census Tract 8253.02; Cook County; Illinois,0.2393069962480689,0.37277066063803066,0.6194423511680482,0.0828937452901281,0.1691785983421251,0.3650238240988494
17031825303,Census Tract 8253.03; Cook County; Illinois,0.33206797616420214,0.4240140668173826,0.5497362471740769,0.09382064807837227,0.44065561416729465,0.3292336834035884
17031825304,Census Tract 8253.04; Cook County; Illinois,0.16115647759876403,0.3725194674704848,0.2972871137905049,0.03202712886209495,0.32008289374529014,0.19436517345639565
17031825400,Census Tract 8254; Cook County; Illinois,0.21608916354005733,0.32328560663149963,0.3741522230595328,0.13715146948003015,0.3436322532027129,0.21399195103300064
17031825501,Census Tract 8255.01; Cook County; Illinois,0.5287795188700065,0.46320020095453407,0.6640919366993218,0.6228334589299171,0.31782215523737756,0.43746340851456517
17031825503,Census Tract 8255.03; Cook County; Illinois,0.5559920547340541,0.6041195679477518,0.8257347400150716,0.3632253202712886,0.35229841748304447,0.6154486943856714
17031825504,Census Tract 8255.04; Cook County; Illinois,0.3137717943058927,0.44561667922632503,0.4464958553127355,0.3760361718161266,0.1880180859080633,0.33763690022755505
17031825505,Census Tract 8255.05; Cook County; Illinois,0.39560803354667845,0.5805074101984427,0.6079502637528259,0.3850791258477769,0.1154860587792012,0.41370666247319615
17031825600,Census Tract 8256; Cook County; Illinois,0.4862061355109247,0.7616176839989952,0.7087415222305953,0.34626978146194426,0.130180859080633,0.5498707020686666
